// Detail texture map file for labda_bunker level
// Napoleon's detial textures pack v1.0
// [texture name]	[detail texture name]		[hscale]	[vscale]

+asign42a     detail/arctic_incident/ai_detail    3.0    3.0
+atnnl_gad1     detail/arctic_incident/ai_detail    3.0    3.0
+atnnl_gad2     detail/arctic_incident/ai_detail    3.0    3.0
+atrrm_trg1     detail/arctic_incident/ai_detail    3.0    3.0
+olab1_gun1     detail/arctic_incident/ai_detail    3.0    3.0
aaatrigger     detail/arctic_incident/ai_detail    3.0    3.0
air_c1     detail/arctic_incident/ai_detail    3.0    3.0
ammo01     detail/arctic_incident/ai_detail    3.0    3.0
ammo02     detail/arctic_incident/ai_detail    3.0    3.0
ammo03     detail/arctic_incident/ai_detail    3.0    3.0
ammo04     detail/arctic_incident/ai_detail    3.0    3.0
armsides     detail/arctic_incident/ai_detail    3.0    3.0
babtech6     detail/arctic_incident/ai_detail    3.0    3.0
babtech6_2     detail/arctic_incident/ai_detail    3.0    3.0
babtech6a     detail/arctic_incident/ai_detail    3.0    3.0
babtech6a2     detail/arctic_incident/ai_detail    3.0    3.0
babtech6b     detail/arctic_incident/ai_detail    3.0    3.0
babtech6b2     detail/arctic_incident/ai_detail    3.0    3.0
babtech6c     detail/arctic_incident/ai_detail    3.0    3.0
babtech6c2     detail/arctic_incident/ai_detail    3.0    3.0
babtech6d     detail/arctic_incident/ai_detail    3.0    3.0
babtech6e     detail/arctic_incident/ai_detail    3.0    3.0
babtech7     detail/arctic_incident/ai_detail    3.0    3.0
babtech7c1     detail/arctic_incident/ai_detail    3.0    3.0
babtech8a     detail/arctic_incident/ai_detail    3.0    3.0
babtech8b     detail/arctic_incident/ai_detail    3.0    3.0
babtech9a     detail/arctic_incident/ai_detail    3.0    3.0
babtech9b     detail/arctic_incident/ai_detail    3.0    3.0
babtech9c     detail/arctic_incident/ai_detail    3.0    3.0
babtech9d     detail/arctic_incident/ai_detail    3.0    3.0
babtech_bordl5     detail/arctic_incident/ai_detail    3.0    3.0
babtech_bordl7     detail/arctic_incident/ai_detail    3.0    3.0
babtech_bordl7b     detail/arctic_incident/ai_detail    3.0    3.0
babtech_bordl8     detail/arctic_incident/ai_detail    3.0    3.0
babtech_bordl8b     detail/arctic_incident/ai_detail    3.0    3.0
babtech_bordl9     detail/arctic_incident/ai_detail    3.0    3.0
babtech_bordl52     detail/arctic_incident/ai_detail    3.0    3.0
babtech_ceil01     detail/arctic_incident/ai_detail    3.0    3.0
babtech_ceil02     detail/arctic_incident/ai_detail    3.0    3.0
babtech_ceil03     detail/arctic_incident/ai_detail    3.0    3.0
babtech_ceil04     detail/arctic_incident/ai_detail    3.0    3.0
babtech_dr1a     detail/arctic_incident/ai_detail    3.0    3.0
babtech_dr1b     detail/arctic_incident/ai_detail    3.0    3.0
babtech_dr1c     detail/arctic_incident/ai_detail    3.0    3.0
babtech_dr1d     detail/arctic_incident/ai_detail    3.0    3.0
babtech_dr1e     detail/arctic_incident/ai_detail    3.0    3.0
babtech_dr2e     detail/arctic_incident/ai_detail    3.0    3.0
babtech_dr4     detail/arctic_incident/ai_detail    3.0    3.0
babtech_dr4a     detail/arctic_incident/ai_detail    3.0    3.0
babtech_dr4b     detail/arctic_incident/ai_detail    3.0    3.0
babtech_dr4c     detail/arctic_incident/ai_detail    3.0    3.0
babtech_flr02     detail/arctic_incident/ai_detail    3.0    3.0
babtech_sildr2     detail/arctic_incident/ai_detail    3.0    3.0
babtech_wall01a     detail/arctic_incident/ai_detail    3.0    3.0
babtech_wall01b     detail/arctic_incident/ai_detail    3.0    3.0
babtech_wall03     detail/arctic_incident/ai_detail    3.0    3.0
barrel2     detail/arctic_incident/ai_detail    3.0    3.0
barrel2a     detail/arctic_incident/ai_detail    3.0    3.0
barrel2b     detail/arctic_incident/ai_detail    3.0    3.0
barrel3     detail/arctic_incident/ai_detail    3.0    3.0
barrel4     detail/arctic_incident/ai_detail    3.0    3.0
barreltop     detail/arctic_incident/ai_detail    3.0    3.0
baseflr01     detail/arctic_incident/ai_detail    3.0    3.0
baseflr02     detail/arctic_incident/ai_detail    3.0    3.0
baseflr03     detail/arctic_incident/ai_detail    3.0    3.0
baseflr04     detail/arctic_incident/ai_detail    3.0    3.0
basetrim01     detail/arctic_incident/ai_detail    3.0    3.0
basetrim02     detail/arctic_incident/ai_detail    3.0    3.0
basewall01a     detail/arctic_incident/ai_detail    3.0    3.0
basewall01b     detail/arctic_incident/ai_detail    3.0    3.0
basewall01c     detail/arctic_incident/ai_detail    3.0    3.0
basewall01d     detail/arctic_incident/ai_detail    3.0    3.0
basewall01e     detail/arctic_incident/ai_detail    3.0    3.0
basewall01f     detail/arctic_incident/ai_detail    3.0    3.0
basewall03a     detail/arctic_incident/ai_detail    3.0    3.0
basewall04b     detail/arctic_incident/ai_detail    3.0    3.0
basewall04c     detail/arctic_incident/ai_detail    3.0    3.0
basewall05a     detail/arctic_incident/ai_detail    3.0    3.0
bcrate02     detail/arctic_incident/ai_detail    3.0    3.0
bcrate03     detail/arctic_incident/ai_detail    3.0    3.0
bcrate04     detail/arctic_incident/ai_detail    3.0    3.0
bcrate05     detail/arctic_incident/ai_detail    3.0    3.0
bcrate06     detail/arctic_incident/ai_detail    3.0    3.0
bcrate07     detail/arctic_incident/ai_detail    3.0    3.0
bcrate08     detail/arctic_incident/ai_detail    3.0    3.0
bcrate09a     detail/arctic_incident/ai_detail    3.0    3.0
bcrate09b     detail/arctic_incident/ai_detail    3.0    3.0
bcrate09c     detail/arctic_incident/ai_detail    3.0    3.0
bcrate12     detail/arctic_incident/ai_detail    3.0    3.0
bcrate14     detail/arctic_incident/ai_detail    3.0    3.0
bcrate15     detail/arctic_incident/ai_detail    3.0    3.0
bcrate16     detail/arctic_incident/ai_detail    3.0    3.0
bcrate17     detail/arctic_incident/ai_detail    3.0    3.0
bcrate18     detail/arctic_incident/ai_detail    3.0    3.0
bcrate25     detail/arctic_incident/ai_detail    3.0    3.0
bcrate26     detail/arctic_incident/ai_detail    3.0    3.0
biosphinc1     detail/arctic_incident/ai_detail    3.0    3.0
biotech_1c     detail/arctic_incident/ai_detail    3.0    3.0
biotech_1d     detail/arctic_incident/ai_detail    3.0    3.0
biotech_1e     detail/arctic_incident/ai_detail    3.0    3.0
biotech_1f2     detail/arctic_incident/ai_detail    3.0    3.0
biotech_1h     detail/arctic_incident/ai_detail    3.0    3.0
biotech_1i     detail/arctic_incident/ai_detail    3.0    3.0
biotech_1j     detail/arctic_incident/ai_detail    3.0    3.0
biotech_1k     detail/arctic_incident/ai_detail    3.0    3.0
biotech_1l     detail/arctic_incident/ai_detail    3.0    3.0
biotech_2     detail/arctic_incident/ai_detail    3.0    3.0
biotech_2b     detail/arctic_incident/ai_detail    3.0    3.0
biotech_2f     detail/arctic_incident/ai_detail    3.0    3.0
biotech_2g     detail/arctic_incident/ai_detail    3.0    3.0
biotech_flr1     detail/arctic_incident/ai_detail    3.0    3.0
black     detail/arctic_incident/ai_detail    3.0    3.0
brdly2_back1     detail/arctic_incident/ai_detail    3.0    3.0
brdly2_btile1     detail/arctic_incident/ai_detail    3.0    3.0
brdly2_frnt1     detail/arctic_incident/ai_detail    3.0    3.0
brdly2_side1     detail/arctic_incident/ai_detail    3.0    3.0
brdly2_top1     detail/arctic_incident/ai_detail    3.0    3.0
brdly_back1     detail/arctic_incident/ai_detail    3.0    3.0
brdly_btile1     detail/arctic_incident/ai_detail    3.0    3.0
brdly_frnt1     detail/arctic_incident/ai_detail    3.0    3.0
brdly_side1     detail/arctic_incident/ai_detail    3.0    3.0
brdly_top1     detail/arctic_incident/ai_detail    3.0    3.0
c0a0_track     detail/arctic_incident/ai_detail    3.0    3.0
c0a0yellow     detail/arctic_incident/ai_detail    3.0    3.0
c1a0_c1     detail/arctic_incident/ai_detail    3.0    3.0
c1a0_flipsign1     detail/arctic_incident/ai_detail    3.0    3.0
c1a0_flipsign2     detail/arctic_incident/ai_detail    3.0    3.0
c1a0_flipsign3     detail/arctic_incident/ai_detail    3.0    3.0
c1a0_flipsign4     detail/arctic_incident/ai_detail    3.0    3.0
c1a0_flipsign5     detail/arctic_incident/ai_detail    3.0    3.0
c1a0_flipsign6     detail/arctic_incident/ai_detail    3.0    3.0
c1a0_flipsign7     detail/arctic_incident/ai_detail    3.0    3.0
c1a0_flipsign8     detail/arctic_incident/ai_detail    3.0    3.0
c1a0_labflr     detail/arctic_incident/ai_detail    3.0    3.0
c1a0_labflrb     detail/arctic_incident/ai_detail    3.0    3.0
c1a0_labflrc     detail/arctic_incident/ai_detail    3.0    3.0
c1a0_labflrd     detail/arctic_incident/ai_detail    3.0    3.0
c1a0_labflre     detail/arctic_incident/ai_detail    3.0    3.0
c1a0_labglu     detail/arctic_incident/ai_detail    3.0    3.0
c1a0_labw1     detail/arctic_incident/ai_detail    3.0    3.0
c1a0_labw2     detail/arctic_incident/ai_detail    3.0    3.0
c1a0_labw3     detail/arctic_incident/ai_detail    3.0    3.0
c1a0_labw4     detail/arctic_incident/ai_detail    3.0    3.0
c1a0_labw5     detail/arctic_incident/ai_detail    3.0    3.0
c1a0_labw6     detail/arctic_incident/ai_detail    3.0    3.0
c1a0_labw7     detail/arctic_incident/ai_detail    3.0    3.0
c1a0_labw7b     detail/arctic_incident/ai_detail    3.0    3.0
c1a0_labw7c     detail/arctic_incident/ai_detail    3.0    3.0
c1a0_labw8     detail/arctic_incident/ai_detail    3.0    3.0
c1a0_w1     detail/arctic_incident/ai_detail    3.0    3.0
c1a0_w1d1     detail/arctic_incident/ai_detail    3.0    3.0
c1a0_w1d2     detail/arctic_incident/ai_detail    3.0    3.0
c1a0_w1d3     detail/arctic_incident/ai_detail    3.0    3.0
c1a0_w1d4     detail/arctic_incident/ai_detail    3.0    3.0
c1a0_w1d5     detail/arctic_incident/ai_detail    3.0    3.0
c1a0_w2     detail/arctic_incident/ai_detail    3.0    3.0
c1a0_w3     detail/arctic_incident/ai_detail    3.0    3.0
c1a0_w4     detail/arctic_incident/ai_detail    3.0    3.0
c1a0_wdsign     detail/arctic_incident/ai_detail    3.0    3.0
c1a0_wx     detail/arctic_incident/ai_detail    3.0    3.0
c1a0a_w3     detail/arctic_incident/ai_detail    3.0    3.0
c1a0a_w3a     detail/arctic_incident/ai_detail    3.0    3.0
c1a0a_w3b     detail/arctic_incident/ai_detail    3.0    3.0
c1a0a_w3c     detail/arctic_incident/ai_detail    3.0    3.0
c1a0a_w3sign     detail/arctic_incident/ai_detail    3.0    3.0
c1a0a_w5a     detail/arctic_incident/ai_detail    3.0    3.0
c1a0a_w5b     detail/arctic_incident/ai_detail    3.0    3.0
c1a0b_dr1     detail/arctic_incident/ai_detail    3.0    3.0
c1a0b_dr1a     detail/arctic_incident/ai_detail    3.0    3.0
c1a0b_dr2     detail/arctic_incident/ai_detail    3.0    3.0
c1a0b_dr2a     detail/arctic_incident/ai_detail    3.0    3.0
c1a0b_dr3     detail/arctic_incident/ai_detail    3.0    3.0
c1a0b_dr3a     detail/arctic_incident/ai_detail    3.0    3.0
c1a0b_dr3b     detail/arctic_incident/ai_detail    3.0    3.0
c1a0b_dr4     detail/arctic_incident/ai_detail    3.0    3.0
c1a0b_dr4a     detail/arctic_incident/ai_detail    3.0    3.0
c1a0b_dr4b     detail/arctic_incident/ai_detail    3.0    3.0
c1a0b_pan1     detail/arctic_incident/ai_detail    3.0    3.0
c1a0b_pan2     detail/arctic_incident/ai_detail    3.0    3.0
c1a0b_pan3     detail/arctic_incident/ai_detail    3.0    3.0
c1a0dr1     detail/arctic_incident/ai_detail    3.0    3.0
c1a0dr2     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_bkt     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_bktb     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_c1     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_c1a     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_c1b     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_crate1     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_crate2     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_dr1     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_dr1b     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_dr2     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_dr3     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_dr3b     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_flr1     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_flr2a     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_flr2b     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_flr2c     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_gad1     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_gad2     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_gad3     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_gad4     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_gad4a     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_ggt8     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_laidlaw1     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_laidlaw2     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_laidlaw3     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_laser     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_lino     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_locker     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_names1     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_names2     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_names3     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_names4     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_names5     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_names6     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_names7     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_names8     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_names9     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_names10     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_names11     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_names12     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_names13     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_names14     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_names15     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_names16     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_names17     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_names18     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_names19     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_names20     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_names21     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_names22     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_names23     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_names24     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_names25     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_names26     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_sign1     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_swtch1     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_tnk1     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_trim1     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_trim2     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_w1     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_w1b     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_w1b1     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_w1b2     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_w1b3     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_w1b4     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_w1b5     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_w1h     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_w1i     detail/arctic_incident/ai_detail    3.0    3.0
c1a1_window     detail/arctic_incident/ai_detail    3.0    3.0
c1a1a_sign1     detail/arctic_incident/ai_detail    3.0    3.0
c1a1a_w3     detail/arctic_incident/ai_detail    3.0    3.0
c1a1a_w3a     detail/arctic_incident/ai_detail    3.0    3.0
c1a1a_w3b     detail/arctic_incident/ai_detail    3.0    3.0
c1a1a_w3c     detail/arctic_incident/ai_detail    3.0    3.0
c1a1a_w4     detail/arctic_incident/ai_detail    3.0    3.0
c1a1a_w4a     detail/arctic_incident/ai_detail    3.0    3.0
c1a1c_w1     detail/arctic_incident/ai_detail    3.0    3.0
c1a1c_w1b     detail/arctic_incident/ai_detail    3.0    3.0
c1a1c_w1c     detail/arctic_incident/ai_detail    3.0    3.0
c1a1c_w2     detail/arctic_incident/ai_detail    3.0    3.0
c1a1c_w2b     detail/arctic_incident/ai_detail    3.0    3.0
c1a1door1     detail/arctic_incident/ai_detail    3.0    3.0
c1a1door2     detail/arctic_incident/ai_detail    3.0    3.0
c1a1dooredge     detail/arctic_incident/ai_detail    3.0    3.0
c1a1dr3     detail/arctic_incident/ai_detail    3.0    3.0
c1a1dr4     detail/arctic_incident/ai_detail    3.0    3.0
c1a1sign2a     detail/arctic_incident/ai_detail    3.0    3.0
c1a1sign2b     detail/arctic_incident/ai_detail    3.0    3.0
c1a1sign3     detail/arctic_incident/ai_detail    3.0    3.0
c1a1w1c     detail/arctic_incident/ai_detail    3.0    3.0
c1a1w1d     detail/arctic_incident/ai_detail    3.0    3.0
c1a1w1e     detail/arctic_incident/ai_detail    3.0    3.0
c1a1w1f     detail/arctic_incident/ai_detail    3.0    3.0
c1a1w1g     detail/arctic_incident/ai_detail    3.0    3.0
c1a1w1i     detail/arctic_incident/ai_detail    3.0    3.0
c1a1w1j     detail/arctic_incident/ai_detail    3.0    3.0
c1a1w1k     detail/arctic_incident/ai_detail    3.0    3.0
c1a1w1l     detail/arctic_incident/ai_detail    3.0    3.0
c1a1w1m     detail/arctic_incident/ai_detail    3.0    3.0
c1a1w1n     detail/arctic_incident/ai_detail    3.0    3.0
c1a1w1o     detail/arctic_incident/ai_detail    3.0    3.0
c1a2_c1     detail/arctic_incident/ai_detail    3.0    3.0
c1a2_flr1     detail/arctic_incident/ai_detail    3.0    3.0
c1a2_flr2     detail/arctic_incident/ai_detail    3.0    3.0
c1a2_w1     detail/arctic_incident/ai_detail    3.0    3.0
c1a3_dr1     detail/arctic_incident/ai_detail    3.0    3.0
c1a3_dr1a     detail/arctic_incident/ai_detail    3.0    3.0
c1a3_sign1     detail/arctic_incident/ai_detail    3.0    3.0
c1a3_sign2     detail/arctic_incident/ai_detail    3.0    3.0
c1a3_sign3     detail/arctic_incident/ai_detail    3.0    3.0
c1a3_sign4     detail/arctic_incident/ai_detail    3.0    3.0
c1a3_sign5     detail/arctic_incident/ai_detail    3.0    3.0
c1a3_sign6     detail/arctic_incident/ai_detail    3.0    3.0
c1a3_sign7     detail/arctic_incident/ai_detail    3.0    3.0
c1a3_sign8     detail/arctic_incident/ai_detail    3.0    3.0
c1a3_w1a     detail/arctic_incident/ai_detail    3.0    3.0
c1a3_w1b     detail/arctic_incident/ai_detail    3.0    3.0
c1a3_w1b2     detail/arctic_incident/ai_detail    3.0    3.0
c1a3_w1b3     detail/arctic_incident/ai_detail    3.0    3.0
c1a3_w1b4     detail/arctic_incident/ai_detail    3.0    3.0
c1a3_w1c     detail/arctic_incident/ai_detail    3.0    3.0
c1a3_w1d     detail/arctic_incident/ai_detail    3.0    3.0
c1a3_w1d2     detail/arctic_incident/ai_detail    3.0    3.0
c1a3_w1e     detail/arctic_incident/ai_detail    3.0    3.0
c1a3_w1e2     detail/arctic_incident/ai_detail    3.0    3.0
c1a3_w1f     detail/arctic_incident/ai_detail    3.0    3.0
c1a3_w2a     detail/arctic_incident/ai_detail    3.0    3.0
c1a3_w2b     detail/arctic_incident/ai_detail    3.0    3.0
c1a3_w2c     detail/arctic_incident/ai_detail    3.0    3.0
c1a3_w2d     detail/arctic_incident/ai_detail    3.0    3.0
c1a3c_map     detail/arctic_incident/ai_detail    3.0    3.0
c1a3firedr01     detail/arctic_incident/ai_detail    3.0    3.0
c1a3floor02     detail/arctic_incident/ai_detail    3.0    3.0
c1a3secdr02     detail/arctic_incident/ai_detail    3.0    3.0
c1a3ventdr01     detail/arctic_incident/ai_detail    3.0    3.0
c1a3ventdr02     detail/arctic_incident/ai_detail    3.0    3.0
c1a3wall01     detail/arctic_incident/ai_detail    3.0    3.0
c1a3wall02     detail/arctic_incident/ai_detail    3.0    3.0
c1a3wall03     detail/arctic_incident/ai_detail    3.0    3.0
c1a3wall04     detail/arctic_incident/ai_detail    3.0    3.0
c1a3wall05     detail/arctic_incident/ai_detail    3.0    3.0
c1a3wall06     detail/arctic_incident/ai_detail    3.0    3.0
c1a3wall07     detail/arctic_incident/ai_detail    3.0    3.0
c1a3wall08     detail/arctic_incident/ai_detail    3.0    3.0
c1a3wall09     detail/arctic_incident/ai_detail    3.0    3.0
c1a3wall10     detail/arctic_incident/ai_detail    3.0    3.0
c1a3yellow     detail/arctic_incident/ai_detail    3.0    3.0
c1a4_c1c     detail/arctic_incident/ai_detail    3.0    3.0
c1a4_c1d     detail/arctic_incident/ai_detail    3.0    3.0
c1a4_canis     detail/arctic_incident/ai_detail    3.0    3.0
c1a4_dome     detail/arctic_incident/ai_detail    3.0    3.0
c1a4_dome2     detail/arctic_incident/ai_detail    3.0    3.0
c1a4_dome3     detail/arctic_incident/ai_detail    3.0    3.0
c1a4_dr4a     detail/arctic_incident/ai_detail    3.0    3.0
c1a4_dr4b     detail/arctic_incident/ai_detail    3.0    3.0
c1a4_dr4c     detail/arctic_incident/ai_detail    3.0    3.0
c1a4_fan     detail/arctic_incident/ai_detail    3.0    3.0
c1a4_fuel     detail/arctic_incident/ai_detail    3.0    3.0
c1a4_fuel2     detail/arctic_incident/ai_detail    3.0    3.0
c1a4_fuel3     detail/arctic_incident/ai_detail    3.0    3.0
c1a4_oxy     detail/arctic_incident/ai_detail    3.0    3.0
c1a4_oxy2     detail/arctic_incident/ai_detail    3.0    3.0
c1a4_oxy3     detail/arctic_incident/ai_detail    3.0    3.0
c1a4_pan1a     detail/arctic_incident/ai_detail    3.0    3.0
c1a4_pan1b     detail/arctic_incident/ai_detail    3.0    3.0
c1a4_pan2a     detail/arctic_incident/ai_detail    3.0    3.0
c1a4_pan3a     detail/arctic_incident/ai_detail    3.0    3.0
c1a4_pow     detail/arctic_incident/ai_detail    3.0    3.0
c1a4_sign1a     detail/arctic_incident/ai_detail    3.0    3.0
c1a4_sign1b     detail/arctic_incident/ai_detail    3.0    3.0
c1a4_sign1c     detail/arctic_incident/ai_detail    3.0    3.0
c1a4_sign1d     detail/arctic_incident/ai_detail    3.0    3.0
c1a4_sign2     detail/arctic_incident/ai_detail    3.0    3.0
c1a4_sign3     detail/arctic_incident/ai_detail    3.0    3.0
c1a4_silo1     detail/arctic_incident/ai_detail    3.0    3.0
c1a4_silo2     detail/arctic_incident/ai_detail    3.0    3.0
c1a4_silo2b     detail/arctic_incident/ai_detail    3.0    3.0
c1a4_silo3     detail/arctic_incident/ai_detail    3.0    3.0
c1a4_silo4a     detail/arctic_incident/ai_detail    3.0    3.0
c1a4_silo4b     detail/arctic_incident/ai_detail    3.0    3.0
c1a4_silo4c     detail/arctic_incident/ai_detail    3.0    3.0
c1a4_silo5     detail/arctic_incident/ai_detail    3.0    3.0
c1a4_swtch1     detail/arctic_incident/ai_detail    3.0    3.0
c1a4_swtch2     detail/arctic_incident/ai_detail    3.0    3.0
c1a4_swtch3     detail/arctic_incident/ai_detail    3.0    3.0
c1a4_tent     detail/arctic_incident/ai_detail    3.0    3.0
c1a4_w4     detail/arctic_incident/ai_detail    3.0    3.0
c1a4_w5     detail/arctic_incident/ai_detail    3.0    3.0
c1a4_w6     detail/arctic_incident/ai_detail    3.0    3.0
c1a4b_w1     detail/arctic_incident/ai_detail    3.0    3.0
c1a4b_w2     detail/arctic_incident/ai_detail    3.0    3.0
c1a4b_w3     detail/arctic_incident/ai_detail    3.0    3.0
c1a4b_w3b     detail/arctic_incident/ai_detail    3.0    3.0
c1a4f_w1     detail/arctic_incident/ai_detail    3.0    3.0
c1a4f_w1a     detail/arctic_incident/ai_detail    3.0    3.0
c1a4f_w2     detail/arctic_incident/ai_detail    3.0    3.0
c1a4f_w2a     detail/arctic_incident/ai_detail    3.0    3.0
c1a4i_c1a     detail/arctic_incident/ai_detail    3.0    3.0
c1a4i_w1a     detail/arctic_incident/ai_detail    3.0    3.0
c1a4i_w1b     detail/arctic_incident/ai_detail    3.0    3.0
c1a4i_w1c     detail/arctic_incident/ai_detail    3.0    3.0
c1a4tnnl1     detail/arctic_incident/ai_detail    3.0    3.0
c1a4tnnl1b     detail/arctic_incident/ai_detail    3.0    3.0
c1a4tnnl1c     detail/arctic_incident/ai_detail    3.0    3.0
c1a4tnnl1c2     detail/arctic_incident/ai_detail    3.0    3.0
c1a4tnnl1c3     detail/arctic_incident/ai_detail    3.0    3.0
c1a4tnnl1c4     detail/arctic_incident/ai_detail    3.0    3.0
c1a4tnnl1c5     detail/arctic_incident/ai_detail    3.0    3.0
c1a4tnnl1d     detail/arctic_incident/ai_detail    3.0    3.0
c1a4tnnl1e     detail/arctic_incident/ai_detail    3.0    3.0
c2a1_sign1     detail/arctic_incident/ai_detail    3.0    3.0
c2a1_w1     detail/arctic_incident/ai_detail    3.0    3.0
c2a1_w1a     detail/arctic_incident/ai_detail    3.0    3.0
c2a1_w2     detail/arctic_incident/ai_detail    3.0    3.0
c2a1_w3     detail/arctic_incident/ai_detail    3.0    3.0
c2a1_w4     detail/arctic_incident/ai_detail    3.0    3.0
c2a2_dr     detail/arctic_incident/ai_detail    3.0    3.0
c2a2_launch     detail/arctic_incident/ai_detail    3.0    3.0
c2a2_launch1     detail/arctic_incident/ai_detail    3.0    3.0
c2a2_launch2     detail/arctic_incident/ai_detail    3.0    3.0
c2a2_satorb     detail/arctic_incident/ai_detail    3.0    3.0
c2a2_sig1a     detail/arctic_incident/ai_detail    3.0    3.0
c2a2_sig1b     detail/arctic_incident/ai_detail    3.0    3.0
c2a2_sig1c     detail/arctic_incident/ai_detail    3.0    3.0
c2a2_volt     detail/arctic_incident/ai_detail    3.0    3.0
c2a2a_lift1     detail/arctic_incident/ai_detail    3.0    3.0
c2a2a_lift2     detail/arctic_incident/ai_detail    3.0    3.0
c2a2a_sign1     detail/arctic_incident/ai_detail    3.0    3.0
c2a2a_sign2a     detail/arctic_incident/ai_detail    3.0    3.0
c2a2a_sign2b     detail/arctic_incident/ai_detail    3.0    3.0
c2a2a_sign2c     detail/arctic_incident/ai_detail    3.0    3.0
c2a2a_sign3a     detail/arctic_incident/ai_detail    3.0    3.0
c2a2a_sign3b     detail/arctic_incident/ai_detail    3.0    3.0
c2a2a_sign4     detail/arctic_incident/ai_detail    3.0    3.0
c2a2a_sign5a     detail/arctic_incident/ai_detail    3.0    3.0
c2a2a_sign5b     detail/arctic_incident/ai_detail    3.0    3.0
c2a2a_sign5c     detail/arctic_incident/ai_detail    3.0    3.0
c2a3_crane1     detail/arctic_incident/ai_detail    3.0    3.0
c2a3_crane2     detail/arctic_incident/ai_detail    3.0    3.0
c2a3_crane3     detail/arctic_incident/ai_detail    3.0    3.0
c2a3_door     detail/arctic_incident/ai_detail    3.0    3.0
c2a3_gar1     detail/arctic_incident/ai_detail    3.0    3.0
c2a3_gar2     detail/arctic_incident/ai_detail    3.0    3.0
c2a3_gar3     detail/arctic_incident/ai_detail    3.0    3.0
c2a3_gar4     detail/arctic_incident/ai_detail    3.0    3.0
